S,rd,price
0.96202532,0.07517241,0.06861684
0.96202532,0.07931034,0.07068212
0.96202532,0.08344828,0.07277968
0.96202532,0.08758621,0.07490911
0.96202532,0.09172414,0.07706998
0.96202532,0.09586207,0.07926185
0.96202532,0.10000000,0.07926185
1.01265823,-0.02000000,0.05315405
1.01265823,-0.01586207,0.05315405
1.01265823,-0.01172414,0.05499597
1.01265823,-0.00758621,0.05687468
1.01265823,-0.00344828,0.05878997
1.01265823,0.00068966,0.06074164
1.01265823,0.00482759,0.06272944
1.01265823,0.00896552,0.06475310
1.01265823,0.01310345,0.06681230
1.01265823,0.01724138,0.06890674
1.01265823,0.02137931,0.07103604
1.01265823,0.02551724,0.07319983
1.01265823,0.02965517,0.07539770
1.01265823,0.03379310,0.07762922
1.01265823,0.03793103,0.07989393
1.01265823,0.04206897,0.08219135
1.01265823,0.04620690,0.08452098
1.01265823,0.05034483,0.08688228
1.01265823,0.05448276,0.08927472
1.01265823,0.05862069,0.09169772
1.01265823,0.06275862,0.09415070
1.01265823,0.06689655,0.09663303
1.01265823,0.07103448,0.09914411
1.01265823,0.07517241,0.10168329
1.01265823,0.07931034,0.10424990
1.01265823,0.08344828,0.10684327
1.01265823,0.08758621,0.10946271
1.01265823,0.09172414,0.11210752
1.01265823,0.09586207,0.11477699
1.01265823,0.10000000,0.11477699
1.06329114,-0.02000000,0.08114321
1.06329114,-0.01586207,0.08114321
1.06329114,-0.01172414,0.08352281
1.06329114,-0.00758621,0.08593666
1.06329114,-0.00344828,0.08838422
1.06329114,0.00068966,0.09086494
1.06329114,0.00482759,0.09337823
1.06329114,0.00896552,0.09592347
1.06329114,0.01310345,0.09850004
1.06329114,0.01724138,0.10110730
1.06329114,0.02137931,0.10374457
1.06329114,0.02551724,0.10641117
1.06329114,0.02965517,0.10910641
1.06329114,0.03379310,0.11182957
1.06329114,0.03793103,0.11457992
1.06329114,0.04206897,0.11735671
1.06329114,0.04620690,0.12015919
1.06329114,0.05034483,0.12298660
1.06329114,0.05448276,0.12583816
1.06329114,0.05862069,0.12871308
1.06329114,0.06275862,0.13161057
1.06329114,0.06689655,0.13452983
1.06329114,0.07103448,0.13747005
1.06329114,0.07517241,0.14043044
1.06329114,0.07931034,0.14341016
1.06329114,0.08344828,0.14640842
1.06329114,0.08758621,0.14942439
1.06329114,0.09172414,0.15245725
1.06329114,0.09586207,0.15550619
1.06329114,0.10000000,0.15550619
1.11392405,-0.02000000,0.11518288
1.11392405,-0.01586207,0.11518288
1.11392405,-0.01172414,0.11804772
1.11392405,-0.00758621,0.12094055
1.11392405,-0.00344828,0.12386058
1.11392405,0.00068966,0.12680700
1.11392405,0.00482759,0.12977901
1.11392405,0.00896552,0.13277579
1.11392405,0.01310345,0.13579651
1.11392405,0.01724138,0.13884034
1.11392405,0.02137931,0.14190643
1.11392405,0.02551724,0.14499395
1.11392405,0.02965517,0.14810205
1.11392405,0.03379310,0.15122987
1.11392405,0.03793103,0.15437656
1.11392405,0.04206897,0.15754128
1.11392405,0.04620690,0.16072316
1.11392405,0.05034483,0.16392136
1.11392405,0.05448276,0.16713503
1.11392405,0.05862069,0.17036334
1.11392405,0.06275862,0.17360544
1.11392405,0.06689655,0.17686050
1.11392405,0.07103448,0.18012769
1.11392405,0.07517241,0.18340620
1.11392405,0.07931034,0.18669522
1.11392405,0.08344828,0.18999395
1.11392405,0.08758621,0.19330159
1.11392405,0.09172414,0.19661737
1.11392405,0.09586207,0.19994053
1.11392405,0.10000000,0.19994053
1.16455696,-0.02000000,0.15420243
1.16455696,-0.01586207,0.15420243
1.16455696,-0.01172414,0.15746840
1.16455696,-0.00758621,0.16075404
1.16455696,-0.00344828,0.16405845
1.16455696,0.00068966,0.16738076
1.16455696,0.00482759,0.17072008
1.16455696,0.00896552,0.17407552
1.16455696,0.01310345,0.17744621
1.16455696,0.01724138,0.18083128
1.16455696,0.02137931,0.18422986
1.16455696,0.02551724,0.18764111
1.16455696,0.02965517,0.19106416
1.16455696,0.03379310,0.19449819
1.16455696,0.03793103,0.19794235
1.16455696,0.04206897,0.20139583
1.16455696,0.04620690,0.20485782
1.16455696,0.05034483,0.20832753
1.16455696,0.05448276,0.21180417
1.16455696,0.05862069,0.21528697
1.16455696,0.06275862,0.21877518
1.16455696,0.06689655,0.22226805
1.16455696,0.07103448,0.22576486
1.16455696,0.07517241,0.22926490
1.16455696,0.07931034,0.23276747
1.16455696,0.08344828,0.23627190
1.16455696,0.08758621,0.23977752
1.16455696,0.09172414,0.24328368
1.16455696,0.09586207,0.24678977
1.16455696,0.10000000,0.24678977
1.21518987,-0.02000000,0.19700319
1.21518987,-0.01586207,0.19700319
1.21518987,-0.01172414,0.20057694
1.21518987,-0.00758621,0.20416168
1.21518987,-0.00344828,0.20775656
1.21518987,0.00068966,0.21136074
1.21518987,0.00482759,0.21497338
1.21518987,0.00896552,0.21859367
1.21518987,0.01310345,0.22222081
1.21518987,0.01724138,0.22585400
1.21518987,0.02137931,0.22949247
1.21518987,0.02551724,0.23313546
1.21518987,0.02965517,0.23678223
1.21518987,0.03379310,0.24043204
1.21518987,0.03793103,0.24408420
1.21518987,0.04206897,0.24773799
1.21518987,0.04620690,0.25139276
1.21518987,0.05034483,0.25504784
1.21518987,0.05448276,0.25870258
1.21518987,0.05862069,0.26235637
1.21518987,0.06275862,0.26600861
1.21518987,0.06689655,0.26965870
1.21518987,0.07103448,0.27330607
1.21518987,0.07517241,0.27695019
1.21518987,0.07931034,0.28059052
1.21518987,0.08344828,0.28422654
1.21518987,0.08758621,0.28785776
1.21518987,0.09172414,0.29148370
1.21518987,0.09586207,0.29510392
1.21518987,0.10000000,0.29510392
1.26582278,-0.02000000,0.24248652
1.26582278,-0.01586207,0.24248652
1.26582278,-0.01172414,0.24628194
1.26582278,-0.00758621,0.25008053
1.26582278,-0.00344828,0.25388158
1.26582278,0.00068966,0.25768435
1.26582278,0.00482759,0.26148815
1.26582278,0.00896552,0.26529230
1.26582278,0.01310345,0.26909615
1.26582278,0.01724138,0.27289904
1.26582278,0.02137931,0.27670035
1.26582278,0.02551724,0.28049948
1.26582278,0.02965517,0.28429584
1.26582278,0.03379310,0.28808887
1.26582278,0.03793103,0.29187801
1.26582278,0.04206897,0.29566274
1.26582278,0.04620690,0.29944254
